region,show_name,session_counts
yorkshire and the humber,600_bottles_of_wine,113
yorkshire and the humber,64_zoo_lane,69
yorkshire and the humber,a_question_of_sport,13
yorkshire and the humber,a_very_english_scandal,393
yorkshire and the humber,afoot_again_in_the_past,7
yorkshire and the humber,africa,8
yorkshire and the humber,africa_a_journey_into_music,57
yorkshire and the humber,africa_s_great_civilisations,25
yorkshire and the humber,agnetha_abba_and_after,3
yorkshire and the humber,all_round_to_mrs_brown_s,224
yorkshire and the humber,all_round_to_mrs_browns,34
yorkshire and the humber,alphablocks,71
yorkshire and the humber,amazing_hotels_life_beyond_the_lobby,16
yorkshire and the humber,amazon_abyss,5
yorkshire and the humber,ambulance,133
yorkshire and the humber,andy_s_prehistoric_adventures,44
yorkshire and the humber,andy_s_safari_adventures,36
yorkshire and the humber,andys_prehistoric_adventures,9
yorkshire and the humber,animal_tv,58
yorkshire and the humber,antiques_road_trip,23
yorkshire and the humber,antiques_roadshow,102
yorkshire and the humber,antiquesroadshow,8
yorkshire and the humber,apple_tree_house,98
yorkshire and the humber,apple_tree_house_mini,103
yorkshire and the humber,architects_of_the_divine_the_first_gothic_age,5
yorkshire and the humber,arctic_monkeys_live_at_the_bbc,25
yorkshire and the humber,aristotle_s_lagoon,6
yorkshire and the humber,art_ninja,53
yorkshire and the humber,arthur,4
yorkshire and the humber,arts,8
yorkshire and the humber,astronauts_do_you_have_what_it_takes,12
yorkshire and the humber,athletics_iaaf_diamond_league,8
yorkshire and the humber,atlanta,525
yorkshire and the humber,audio_described,9
yorkshire and the humber,baby_jake,18
yorkshire and the humber,back_to_the_land_with_kate_humble,5
yorkshire and the humber,bargain_hunt,53
yorkshire and the humber,bbc_business_live,20
yorkshire and the humber,bbc_four,172
yorkshire and the humber,bbc_news,4
yorkshire and the humber,bbc_news24,1050
yorkshire and the humber,bbc_news_at_one,49
yorkshire and the humber,bbc_news_at_six,64
yorkshire and the humber,bbc_news_at_ten,23
yorkshire and the humber,bbc_one,4604
yorkshire and the humber,bbc_one_hd,276
yorkshire and the humber,bbc_one_london,42
yorkshire and the humber,bbc_one_yorks,29
yorkshire and the humber,bbc_parliament,51
yorkshire and the humber,bbc_stories,62
yorkshire and the humber,bbc_two,1061
yorkshire and the humber,bbc_two_england,114
yorkshire and the humber,bbc_wales_investigates,3
yorkshire and the humber,bbc_wales_today,7
yorkshire and the humber,bbc_weekend_news,33
yorkshire and the humber,beauty_blowout,6
yorkshire and the humber,before_grenfell_a_hidden_history,71
yorkshire and the humber,being_human,55
yorkshire and the humber,beta,14
yorkshire and the humber,beyond_100_days,37
yorkshire and the humber,beyond_the_asylum,19
yorkshire and the humber,big_sky_big_dreams_big_art_made_in_the_usa,42
yorkshire and the humber,biggest_weekend,151
yorkshire and the humber,biggleton,18
yorkshire and the humber,bikes,4
yorkshire and the humber,bing,5373
yorkshire and the humber,bitz_bob,823
yorkshire and the humber,black_and_british_a_forgotten_history,20
yorkshire and the humber,blue_peter,40
yorkshire and the humber,blue_peter_bite,16
yorkshire and the humber,boj,100
yorkshire and the humber,border_lives,10
yorkshire and the humber,breakfast,229
yorkshire and the humber,brideshead_revisited,25
yorkshire and the humber,britain_celebrates_live_100_years_of_women_s_votes,16
yorkshire and the humber,britain_celebrates_live_100_years_of_womens_votes,1
yorkshire and the humber,britain_in_bloom,3
yorkshire and the humber,britain_s_best_home_cook,617
yorkshire and the humber,britain_s_fat_fight_with_hugh_fearnley_whittingstall,2
yorkshire and the humber,britain_s_forgotten_men,12
yorkshire and the humber,britain_s_secret_charity_cheats,25
yorkshire and the humber,britain_s_treasure_islands,28
yorkshire and the humber,britains_best_home_cook,38
yorkshire and the humber,britains_forgotten_men,16
yorkshire and the humber,britains_secret_charity_cheats,5
yorkshire and the humber,burma_with_simon_reeve,20
yorkshire and the humber,can_science_make_me_perfect_with_alice_roberts,77
yorkshire and the humber,can_t_cope_won_t_cope,184
yorkshire and the humber,canals_the_making_of_a_nation,34
yorkshire and the humber,cant_cope_wont_cope,6
yorkshire and the humber,caribbean_with_simon_reeve,18
yorkshire and the humber,carmen_jones,15
yorkshire and the humber,casualty,601
yorkshire and the humber,cbbc,195
yorkshire and the humber,cbeebies,113
yorkshire and the humber,cbeebies_bedtime_stories,44
yorkshire and the humber,cbeebies_house_songs,18
yorkshire and the humber,cbeebies_the_snow_queen,8
yorkshire and the humber,celebrity_lols,10
yorkshire and the humber,channel_islands_news,16
yorkshire and the humber,charlie_and_lola,322
yorkshire and the humber,citizen_khan,1168
yorkshire and the humber,city_in_the_sky,10
yorkshire and the humber,clangers,25
yorkshire and the humber,class_dismissed,1
yorkshire and the humber,click,6
yorkshire and the humber,clydebuilt_the_ships_that_made_the_commonwealth,8
yorkshire and the humber,coast_lives,47
yorkshire and the humber,colombia_with_simon_reeve,68
yorkshire and the humber,comedy,23
yorkshire and the humber,comedy_shorts,13
yorkshire and the humber,corp_agus_anam,1
yorkshire and the humber,countryfile,154
yorkshire and the humber,countryfile_spring_diaries,45
yorkshire and the humber,crimewatch_roadshow,11
yorkshire and the humber,curious_creatures,55
yorkshire and the humber,d_day_the_last_heroes,2
yorkshire and the humber,dad_s_army,56
yorkshire and the humber,daily_politics,34
yorkshire and the humber,danger_mouse,299
yorkshire and the humber,darcey_bussell_s_looking_for_audrey,8
yorkshire and the humber,dateline_london,22
yorkshire and the humber,david_attenborough_s_natural_curiosities,7
yorkshire and the humber,davis_v_taylor_the_85_black_ball_final,3
yorkshire and the humber,deadly_dinosaurs_with_steve_backshall,58
yorkshire and the humber,delia_smith_s_cookery_course,24
yorkshire and the humber,dennis_gnasher_unleashed,17
yorkshire and the humber,dina,67
yorkshire and the humber,dipdap,36
yorkshire and the humber,diy_sos,4
yorkshire and the humber,do_you_know,200
yorkshire and the humber,do_you_know_,5
yorkshire and the humber,doctor_who,11595
yorkshire and the humber,doctors,87
yorkshire and the humber,documentaries,22
yorkshire and the humber,double_mastectomy_twins,3
yorkshire and the humber,down_on_the_farm,1
yorkshire and the humber,dragons,159
yorkshire and the humber,dragons_den,64
yorkshire and the humber,drugs_map_of_britain,4
yorkshire and the humber,drugsland,3
yorkshire and the humber,earth_one_amazing_day,205
yorkshire and the humber,east_midlands_today,23
yorkshire and the humber,eastenders,2123
yorkshire and the humber,edwardian_farm,21
yorkshire and the humber,ego_the_strange_and_wonderful_world_of_self_portraits,14
yorkshire and the humber,egypt_s_lost_cities,14
yorkshire and the humber,emmeline_pankhurst_the_making_of_a_militant,3
yorkshire and the humber,entertainment,9
yorkshire and the humber,escape_to_the_continent,20
yorkshire and the humber,escape_to_the_country,82
yorkshire and the humber,extras,490
yorkshire and the humber,famalam,4
yorkshire and the humber,fear_itself,6
yorkshire and the humber,ferne_and_rory_s_vet_tales,52
yorkshire and the humber,fifa_world_cup_rewind,22
yorkshire and the humber,fight_like_a_girl,36
yorkshire and the humber,films,12
yorkshire and the humber,fit,3
yorkshire and the humber,fleabag,141
yorkshire and the humber,flog_it,236
yorkshire and the humber,flog_it_,17
yorkshire and the humber,flog_it_trade_secrets,1
yorkshire and the humber,food,7
yorkshire and the humber,for_what_it_s_worth,14
yorkshire and the humber,frankie_boyle_s_new_world_order,317
yorkshire and the humber,frankie_boyles_new_world_order,7
yorkshire and the humber,frankie_goes_to_russia,388
yorkshire and the humber,garden_rescue,270
yorkshire and the humber,gardeners_world,351
yorkshire and the humber,gavin_stacey,210
yorkshire and the humber,germaine_bloody_greer,139
yorkshire and the humber,get_well_soon_hospital,873
yorkshire and the humber,getting_the_builders_in,245
yorkshire and the humber,glam_rock_at_the_bbc,12
yorkshire and the humber,glorious_gardens_from_above,4
yorkshire and the humber,go_jetters,578
yorkshire and the humber,got_what_it_takes,27
yorkshire and the humber,got_what_it_takes_,26
yorkshire and the humber,grammar_schools_who_will_get_in,148
yorkshire and the humber,grammar_schools_who_will_get_in_,3
yorkshire and the humber,great_american_railroad_journeys,88
yorkshire and the humber,great_expectations,12
yorkshire and the humber,grenfell,231
yorkshire and the humber,guidance,15
yorkshire and the humber,gym_stars,72
yorkshire and the humber,hairy_bikers_best_of_british,17
yorkshire and the humber,hank_zipzer,109
yorkshire and the humber,happy_tent_tales,10
yorkshire and the humber,hardball,17
yorkshire and the humber,hardtalk,7
yorkshire and the humber,have_i_got_a_bit_more_news_for_you,59
yorkshire and the humber,have_i_got_news_for_you,50
yorkshire and the humber,hawking,19
yorkshire and the humber,hayley,14
yorkshire and the humber,heart_transplant_a_chance_to_live,1
yorkshire and the humber,henry_iv,1
yorkshire and the humber,henry_vii_the_winter_king,5
yorkshire and the humber,hetty_feather,220
yorkshire and the humber,hey_duggee,1636
yorkshire and the humber,hidden,675
yorkshire and the humber,holby_city,220
yorkshire and the humber,home_from_home,121
yorkshire and the humber,homes_under_the_hammer,182
yorkshire and the humber,horizon,218
yorkshire and the humber,horrible_histories,171
yorkshire and the humber,house_of_commons,1
yorkshire and the humber,how_to_get_ahead,105
yorkshire and the humber,i_can_cook,2
yorkshire and the humber,i_was_there_kate_adie_on_tiananmen_square,23
yorkshire and the humber,ian_rankin_investigates_dr_jekyll_and_mr_hyde,8
yorkshire and the humber,ice_age_giants,7
yorkshire and the humber,ill_gotten_gains,4
yorkshire and the humber,imagine_,28
yorkshire and the humber,imagining_ulster,3
yorkshire and the humber,in_the_night_garden,106
yorkshire and the humber,inside_britain_s_moped_crime_gangs,21
yorkshire and the humber,inspector_montalbano,91
yorkshire and the humber,iolos_snowdonia,1
yorkshire and the humber,jamie_johnson,108
yorkshire and the humber,jonathan_meades_on_jargon,9
yorkshire and the humber,journey_in_the_danger_zone_iraq,46
yorkshire and the humber,junior_bake_off,244
yorkshire and the humber,junk_rescue,70
yorkshire and the humber,just_a_couple,23
yorkshire and the humber,justin_s_house,18
yorkshire and the humber,kate_and_mim_mim,20
yorkshire and the humber,kate_bush_at_the_bbc,2
yorkshire and the humber,katie_morag,10
yorkshire and the humber,katy,1
yorkshire and the humber,kenny,2
yorkshire and the humber,killed_by_my_debt,22
yorkshire and the humber,killing_me_softly_the_roberta_flack_story,14
yorkshire and the humber,king_lear,3
yorkshire and the humber,kyffin_williams_the_man_who_painted_wales,1
yorkshire and the humber,landward,3
yorkshire and the humber,lara_croft_tomb_raider,42
yorkshire and the humber,lara_croft_tomb_raider_the_cradle_of_life,19
yorkshire and the humber,later_with_jools_holland,37
yorkshire and the humber,leo_becoming_a_trans_man,12
yorkshire and the humber,let_s_celebrate,10
yorkshire and the humber,life,15
yorkshire and the humber,life_and_death_row,29
yorkshire and the humber,lifestyle,7
yorkshire and the humber,live_at_the_apollo,175
yorkshire and the humber,live_football,2
yorkshire and the humber,live_from_the_bbc,163
yorkshire and the humber,live_lounge,9
yorkshire and the humber,living_differently,10
yorkshire and the humber,locomotion_dan_snow_s_history_of_railways,58
yorkshire and the humber,logan_high,3
yorkshire and the humber,london_news,49
yorkshire and the humber,look_east,11
yorkshire and the humber,look_north,2
yorkshire and the humber,look_north_east_yorkshire_and_lincolnshire,22
yorkshire and the humber,look_north_yorkshire,7
yorkshire and the humber,lorraines_fast_fresh_and_easy_food,10
yorkshire and the humber,love_and_drugs_on_the_street_girls_sleeping_rough,361
yorkshire and the humber,love_in_the_countryside,168
yorkshire and the humber,lucky_them,47
yorkshire and the humber,made_in_dagenham,47
yorkshire and the humber,managing_england_the_impossible_job,34
yorkshire and the humber,match_of_the_day_wales,5
yorkshire and the humber,matilda_and_the_ramsay_bunch,34
yorkshire and the humber,medusa_s_ankles,44
yorkshire and the humber,medusas_ankles,5
yorkshire and the humber,melody,17
yorkshire and the humber,messy_goes_to_okido,97
yorkshire and the humber,mexico_earth_s_festival_of_life,17
yorkshire and the humber,midlands_today,20
yorkshire and the humber,millie_inbetween,106
yorkshire and the humber,million_pound_menu,319
yorkshire and the humber,miranda,619
yorkshire and the humber,miranda_barbour_serial_killer_or_liar,3
yorkshire and the humber,miranda_barbour_serial_killer_or_liar_,2
yorkshire and the humber,misfits_like_us,7
yorkshire and the humber,missions,447
yorkshire and the humber,mister_maker_around_the_world,44
yorkshire and the humber,mister_maker_comes_to_town,9
yorkshire and the humber,mock_the_week,518
yorkshire and the humber,money_for_nothing,3
yorkshire and the humber,motd_2018_world_cup,4961
yorkshire and the humber,motd_kickabout,31
yorkshire and the humber,mr_bloom_here_and_there,22
yorkshire and the humber,mud_sweat_and_tractors_the_story_of_agriculture,36
yorkshire and the humber,murder_in_successville,20
yorkshire and the humber,murdered_by_my_boyfriend,3
yorkshire and the humber,murdered_by_my_father,3
yorkshire and the humber,murdered_for_being_different,4
yorkshire and the humber,music,6
yorkshire and the humber,mustangs_fc,121
yorkshire and the humber,my_first,3
yorkshire and the humber,my_jihad,2
yorkshire and the humber,my_life,55
yorkshire and the humber,my_world_kitchen,173
yorkshire and the humber,naomi_s_nightmares_of_nature,218
yorkshire and the humber,naomis_nightmares_of_nature,11
yorkshire and the humber,nasa_triumph_and_tragedy,1
yorkshire and the humber,natural_world,4
yorkshire and the humber,neighbourhood_blues,3
yorkshire and the humber,nelly_nora,252
yorkshire and the humber,newsbeat_documentaries,21
yorkshire and the humber,newsnight,51
yorkshire and the humber,newsround,33
yorkshire and the humber,nigeria_s_stolen_daughters,20
yorkshire and the humber,north_west_tonight,23
yorkshire and the humber,nothing_like_a_dame,12
yorkshire and the humber,numberblocks,162
yorkshire and the humber,octonauts,453
yorkshire and the humber,odd_squad,129
yorkshire and the humber,officially_amazing,25
yorkshire and the humber,officially_amazing_goes_bunkers,29
yorkshire and the humber,oh_you_pretty_things_the_story_of_music_and_fashion,6
yorkshire and the humber,operation_ouch,12
yorkshire and the humber,operation_ouch_,11
yorkshire and the humber,operation_ouch_hospital_takeover,6
yorkshire and the humber,orbit_earth_s_extraordinary_journey,180
yorkshire and the humber,original_drama_shorts,3
yorkshire and the humber,our_family,1009
yorkshire and the humber,our_friend_victoria,25
yorkshire and the humber,our_girl,1741
yorkshire and the humber,our_school,28
yorkshire and the humber,our_world,56
yorkshire and the humber,overshadowed,77
yorkshire and the humber,panorama,162
yorkshire and the humber,patchwork_pals,122
yorkshire and the humber,pengelli,5
yorkshire and the humber,peppa,36
yorkshire and the humber,perfection,128
yorkshire and the humber,peter_kay_s_car_share,45
yorkshire and the humber,peter_kays_car_share,6
yorkshire and the humber,peter_rabbit,1092
yorkshire and the humber,pls_like,10
yorkshire and the humber,pobol_y_cwm,3
yorkshire and the humber,pointless,55
yorkshire and the humber,pointless_celebrities,6
yorkshire and the humber,points_of_view,6
yorkshire and the humber,poldark,444
yorkshire and the humber,postman_pat_special_delivery_service,84
yorkshire and the humber,prime_minister_s_questions,34
yorkshire and the humber,qi,253
yorkshire and the humber,question_time,144
yorkshire and the humber,r_kelly_the_sex_scandal_continues,6
yorkshire and the humber,raa_raa_the_noisy_lion,85
yorkshire and the humber,radio_1_stories,90
yorkshire and the humber,rank_the_prank,77
yorkshire and the humber,raven,119
yorkshire and the humber,ray_mears_s_northern_wilderness,4
yorkshire and the humber,reporting_scotland,7
yorkshire and the humber,rhs_chelsea_flower_show,34
yorkshire and the humber,richard_osman_s_house_of_games,413
yorkshire and the humber,richard_osmans_house_of_games,71
yorkshire and the humber,rip_off_britain,50
yorkshire and the humber,rise_of_the_continents,12
yorkshire and the humber,river_city,69
yorkshire and the humber,robbie_s_war_the_rise_and_fall_of_a_playboy_billionaire,2
yorkshire and the humber,rod_stewart_at_the_bbc,4
yorkshire and the humber,romesh_talking_to_comedians,6
yorkshire and the humber,romper_stomper,347
yorkshire and the humber,room_101,72
yorkshire and the humber,royal_academy_summer_exhibition,18
yorkshire and the humber,royal_recipes,3
yorkshire and the humber,royal_wives_at_war,3
yorkshire and the humber,rugby_union,7
yorkshire and the humber,saints_and_sinners_britain_s_millennium_of_monasteries,16
yorkshire and the humber,salamander,80
yorkshire and the humber,sarah_duck,1488
yorkshire and the humber,saturday_kitchen,62
yorkshire and the humber,saturday_kitchen_best_bites,3
yorkshire and the humber,school_of_roars,22
yorkshire and the humber,scotland_78_a_love_story,16
yorkshire and the humber,scotland_from_the_sky,45
yorkshire and the humber,searching_for_shergar,5
yorkshire and the humber,secret_life_of_boys,22
yorkshire and the humber,secrets_of_bones,42
yorkshire and the humber,select_committees,9
yorkshire and the humber,sex_drugs_murder,8
yorkshire and the humber,shark_bites,20
yorkshire and the humber,shaun_the_sheep,176
yorkshire and the humber,shaun_the_sheep_the_movie,13
yorkshire and the humber,show_me_show_me,299
yorkshire and the humber,show_me_what_you_re_made_of,54
yorkshire and the humber,show_me_what_youre_made_of,10
yorkshire and the humber,sicily_the_wonder_of_the_mediterranean,16
yorkshire and the humber,simply_nigella,14
yorkshire and the humber,simulcast,5229
yorkshire and the humber,slade_at_the_bbc,3
yorkshire and the humber,something_special,290
yorkshire and the humber,songs_of_praise,25
yorkshire and the humber,south_east_today,11
yorkshire and the humber,southampton_vs_westbrom_live,7
yorkshire and the humber,special_enquiry,2
yorkshire and the humber,springwatch,245
yorkshire and the humber,stacey_dooley_face_to_face_with_isis,7
yorkshire and the humber,stacey_dooley_hate_and_pride_in_orlando,6
yorkshire and the humber,stacey_dooley_investigates,196
yorkshire and the humber,stepping_up,12
yorkshire and the humber,storyville,58
yorkshire and the humber,strange_hill_high,6
yorkshire and the humber,suffragettes_with_lucy_worsley,16
yorkshire and the humber,sunday_morning_live,4
yorkshire and the humber,sunday_politics,2
yorkshire and the humber,sunday_politics_yorkshire_and_lincolnshire,1
yorkshire and the humber,super_league_show,4
yorkshire and the humber,swallowed_by_the_sea_ancient_egypt_s_greatest_lost_city,9
yorkshire and the humber,swallowed_by_the_sea_ancient_egypts_greatest_lost_city,3
yorkshire and the humber,swashbuckle,45
yorkshire and the humber,tee_and_mo,296
yorkshire and the humber,teletubbies,601
yorkshire and the humber,the_a_to_z_of_tv_gardening,6
yorkshire and the humber,the_adventures_of_abney_teal,47
yorkshire and the humber,the_andrew_marr_show,67
yorkshire and the humber,the_beechgrove_garden,44
yorkshire and the humber,the_big_crash_diet_experiment,9
yorkshire and the humber,the_big_questions,12
yorkshire and the humber,the_blame_game,70
yorkshire and the humber,the_boss,19
yorkshire and the humber,the_break,12
yorkshire and the humber,the_bridge,1966
yorkshire and the humber,the_british_academy_television_awards,7
yorkshire and the humber,the_burrowers_animals_underground,4
yorkshire and the humber,the_button,32
yorkshire and the humber,the_damned_united,17
yorkshire and the humber,the_dengineers,12
yorkshire and the humber,the_doctor_blake_mysteries,315
yorkshire and the humber,the_dumping_ground,226
yorkshire and the humber,the_dumping_ground_survival_files,17
yorkshire and the humber,the_family_farm,1
yorkshire and the humber,the_fantastical_world_of_hormones_with_professor_john_wass,4
yorkshire and the humber,the_fight_for_women_s_bodies,86
yorkshire and the humber,the_fight_for_womens_bodies,3
yorkshire and the humber,the_film_review,7
yorkshire and the humber,the_furchester_hotel,20
yorkshire and the humber,the_graham_norton_show,464
yorkshire and the humber,the_greatest_tomb_on_earth_secrets_of_ancient_china,1
yorkshire and the humber,the_insider_reggie_yates,4
yorkshire and the humber,the_jeremy_thorpe_scandal,60
yorkshire and the humber,the_last_man_on_the_moon,2
yorkshire and the humber,the_league_of_gentlemen,102
yorkshire and the humber,the_lost_libraries_of_timbuktu,4
yorkshire and the humber,the_naked_truth_obesity,12
yorkshire and the humber,the_next_step,79
yorkshire and the humber,the_one_show,74
yorkshire and the humber,the_papers,12
yorkshire and the humber,the_past,16
yorkshire and the humber,the_pets_factor,14
yorkshire and the humber,the_playlist,27
yorkshire and the humber,the_private_life_of_the_royal_academy,17
yorkshire and the humber,the_quay_sessions,6
yorkshire and the humber,the_rainhill_story_stephenson_s_rocket,5
yorkshire and the humber,the_river_wye_with_will_millard,7
yorkshire and the humber,the_royal_wedding_prince_harry_and_meghan_markle,17
yorkshire and the humber,the_secret_life_of_the_motorway,1
yorkshire and the humber,the_sinking_of_the_laconia,55
yorkshire and the humber,the_sky_at_night,123
yorkshire and the humber,the_split,470
yorkshire and the humber,the_travel_show,2
yorkshire and the humber,the_trouble_with_women_with_anne_robinson,101
yorkshire and the humber,the_truth_about,73
yorkshire and the humber,the_truth_about_,34
yorkshire and the humber,the_world_cup_heroes_of_66,31
yorkshire and the humber,the_world_cup_hopes_of_a_nation,67
yorkshire and the humber,the_world_s_most_extraordinary_homes,4
yorkshire and the humber,the_young_offenders,32
yorkshire and the humber,the_zoo,12
yorkshire and the humber,this_country,215
yorkshire and the humber,this_week,14
yorkshire and the humber,timeline,3
yorkshire and the humber,timmy_time,7
yorkshire and the humber,tinga_tinga_tales,30
yorkshire and the humber,tiny_tumble,14
yorkshire and the humber,too_fat_for_love,1
yorkshire and the humber,top_of_the_pops,150
yorkshire and the humber,top_of_the_shop_with_tom_kerridge,6
yorkshire and the humber,topsy_and_tim,699
yorkshire and the humber,tracey_breaks_the_news,368
yorkshire and the humber,tracy_beaker_returns,104
yorkshire and the humber,triathlon_world_series,2
yorkshire and the humber,trooping_the_colour,1
yorkshire and the humber,true_north,31
yorkshire and the humber,tudor_monastery_farm,2
yorkshire and the humber,twirlywoos,742
yorkshire and the humber,two_pints_of_lager_and_a_packet_of_crisps,1227
yorkshire and the humber,ugly_me_my_life_with_body_dysmorphia,58
yorkshire and the humber,ulster_rugby_live,2
yorkshire and the humber,uncle,187
yorkshire and the humber,unsolved,21
yorkshire and the humber,up_in_the_air,2
yorkshire and the humber,versailles,404
yorkshire and the humber,victoria_derbyshire,7
yorkshire and the humber,victoria_wood_seen_on_tv,10
yorkshire and the humber,village_of_dreams,30
yorkshire and the humber,waffle_the_wonder_dog,1440
yorkshire and the humber,wallace_and_gromit_a_close_shave,3
yorkshire and the humber,wanted_down_under,23
yorkshire and the humber,we_can_be_heroes,3
yorkshire and the humber,weather_for_the_week_ahead,5
yorkshire and the humber,what_s_the_big_idea,16
yorkshire and the humber,where_in_the_world_,6
yorkshire and the humber,who_do_you_think_you_are,61
yorkshire and the humber,who_do_you_think_you_are_,41
yorkshire and the humber,wolfblood,45
yorkshire and the humber,woolly_and_tig,7
yorkshire and the humber,world_cup_2018_extra,14
yorkshire and the humber,world_cup_brush_up_with_danny_baker,35
yorkshire and the humber,world_news_today,3
yorkshire and the humber,would_i_lie_to_you,62
yorkshire and the humber,would_i_lie_to_you_,18
yorkshire and the humber,yakka_dee,857
yorkshire and the humber,young_welsh_and_pretty_minted,6
west midlands,4_o_clock_club,2
west midlands,50_places_to_see_before_you_die,30
west midlands,600_bottles_of_wine,67
west midlands,64_zoo_lane,31
west midlands,a_girl_s_guide_to_tv,54
west midlands,a_girls_guide_to_tv,3
west midlands,a_question_of_sport,13
west midlands,a_very_english_scandal,205
west midlands,absolute_genius_monster_builds,7
west midlands,adam_curtis,1
west midlands,africa,401
west midlands,africa_a_journey_into_music,77
west midlands,africa_s_great_civilisations,112
west midlands,africas_great_civilisations,4
west midlands,after_the_battle,4
west midlands,afternoon_live,166
west midlands,ali_a_s_superchargers,28
west midlands,all_over_the_workplace,12
west midlands,all_round_to_mrs_brown_s,436
west midlands,all_round_to_mrs_browns,35
west midlands,alphablocks,192
west midlands,amazing_hotels_life_beyond_the_lobby,2
west midlands,amazon_abyss,53
west midlands,ambulance,343
west midlands,america_this_week,24
west midlands,andy_s_prehistoric_adventures,174
west midlands,andy_s_safari_adventures,109
west midlands,animal_tv,161
west midlands,antiques_road_trip,48
west midlands,antiques_roadshow,119
west midlands,apple_tree_house,256
west midlands,apple_tree_house_mini,39
west midlands,architects_of_the_divine_the_first_gothic_age,24
west midlands,arctic_monkeys_live_at_the_bbc,71
west midlands,art_ninja,14
west midlands,art_of_china,6
west midlands,arthur,1037
west midlands,athletics,1
west midlands,athletics_iaaf_diamond_league,21
west midlands,atlanta,254
west midlands,baby_jake,9
west midlands,bargain_hunt,38
west midlands,basquiat_rage_to_riches,1
west midlands,bbc_four,289
west midlands,bbc_news,112
west midlands,bbc_news24,2181
west midlands,bbc_news_at_five,25
west midlands,bbc_news_at_one,45
west midlands,bbc_news_at_six,58
west midlands,bbc_news_at_ten,155
west midlands,bbc_news_special,3
west midlands,bbc_newsroom_live,50
west midlands,bbc_one,3476
west midlands,bbc_one_east_midlands,7
west midlands,bbc_one_hd,217
west midlands,bbc_one_london,62
west midlands,bbc_one_west_midlands,3
west midlands,bbc_parliament,35
west midlands,bbc_stories,16
west midlands,bbc_two,905
west midlands,bbc_two_england,105
west midlands,bbc_two_wales_digital,8
west midlands,bbc_weather,49
west midlands,bbc_weekend_news,33
west midlands,before_grenfell_a_hidden_history,86
west midlands,being_human,126
west midlands,beta,3
west midlands,beyond_100_days,19
west midlands,big_sky_big_dreams_big_art_made_in_the_usa,6
west midlands,biggest_weekend,77
west midlands,biggleton,20
west midlands,bing,3201
west midlands,bitz_bob,517
west midlands,black_and_british_a_forgotten_history,54
west midlands,black_music_legends_of_the_1980s,8
west midlands,blue_peter,105
west midlands,blue_peter_bite,13
west midlands,bmx_world_championships,10
west midlands,boj,29
west midlands,border_lives,20
west midlands,breakfast,104
west midlands,breakfast_bbc_news_channel_,4
west midlands,brideshead_revisited,34
west midlands,briefings,48
west midlands,britain_celebrates_live_100_years_of_women_s_votes,6
west midlands,britain_s_best_home_cook,466
west midlands,britain_s_biggest_warship,54
west midlands,britain_s_forgotten_men,234
west midlands,britains_best_home_cook,164
west midlands,britains_secret_charity_cheats,2
west midlands,british_gardens_in_time,5
west midlands,burma_with_simon_reeve,6
west midlands,can_science_make_me_perfect_with_alice_roberts,74
west midlands,can_t_cope_won_t_cope,59
west midlands,canals_the_making_of_a_nation,31
west midlands,cant_cope_wont_cope,13
west midlands,caribbean_with_simon_reeve,12
west midlands,castles_britain_s_fortified_history,24
west midlands,casualty,564
west midlands,cbbc,110
west midlands,cbbc_preview,24
west midlands,cbeebies,617
west midlands,cbeebies_bedtime_stories,248
west midlands,cbeebies_house_songs,17
west midlands,cbeebies_the_snow_queen,42
west midlands,celebrity_lols,192
west midlands,celebrity_mastermind,1
west midlands,charlie_and_lola,248
west midlands,choose_the_right_puppy_for_you,4
west midlands,citizen_khan,4378
west midlands,city_in_the_sky,20
west midlands,civilisations,2
west midlands,civilisations_on_your_doorstep,12
west midlands,clangers,25
west midlands,class_dismissed,1106
west midlands,classic_albums,4
west midlands,click,86
west midlands,close_calls_on_camera,2
west midlands,coast,1
west midlands,coast_lives,119
west midlands,coconut,6
west midlands,colombia_with_simon_reeve,2
west midlands,comedy,11
west midlands,comedy_shorts,4
west midlands,corp_agus_anam,4
west midlands,countryfile,24
west midlands,crimewatch_roadshow,25
west midlands,curious_creatures,779
west midlands,dad_s_army,23
west midlands,daily_politics,4
west midlands,dam_busters_declassified,4
west midlands,danger_mouse,736
west midlands,dateline_london,58
west midlands,deadly_dinosaurs_with_steve_backshall,81
west midlands,dennis_gnasher_unleashed,51
west midlands,detectorists,32
west midlands,dhan_uisge,111
west midlands,digging_for_britain,18
west midlands,dim_byd,1
west midlands,dina,12
west midlands,dinopaws,79
west midlands,dipdap,69
west midlands,diy_sos,7
west midlands,do_you_know,30
west midlands,do_you_know_,39
west midlands,doctor_who,4602
west midlands,doctors,34
west midlands,documentaries,11
west midlands,down_on_the_farm,15
west midlands,dragons,74
west midlands,dragons_den,11
west midlands,drama_and_soaps,3
west midlands,drugs_map_of_britain,4
west midlands,drugsland,172
west midlands,earth_one_amazing_day,165
west midlands,east_midlands_today,13
west midlands,eastenders,4073
west midlands,edwardian_farm,48
west midlands,ego_the_strange_and_wonderful_world_of_self_portraits,20
west midlands,egypt_s_lost_cities,8
west midlands,egypts_lost_queens,4
west midlands,emmeline_pankhurst_the_making_of_a_militant,16
west midlands,eric_ernies_home_movies,4
west midlands,escape_to_the_continent,23
west midlands,escape_to_the_country,113
west midlands,esports,10
west midlands,expedition_volcano,10
